product_id,商品名（簡潔）,カテゴリ,販売価格(JPY),元価格(JPY),割引,評価,直近販売数,商品URL,アフィリエイトURL,メイン画像,カテゴリ大,カテゴリ中,shop_id,shop_name,元タイトル
1005007090246878,USB-Cハブ 100W,USBハブ・ドック,7427,21806,65%,96.2%,468,https://ja.aliexpress.com/item/1005007090246878.html?pdp_npi=6%40dis%21JPY%2121806%217427%21%21%21134.32%2145.75%21%4021013cc617801942405002173e112e%2112000040521180495%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/pyFri10M6ltAv61YZY9TfrxiDaaFXRreuZWJMeLtD8jig1wPxn51K2eq59ds8iT5Wl5L3w5KJyrl7SjOO3B0oJ0Xjwnc7n8AQA7gf5qnT4sCyU05LNms9JvyWQNFHNKtzBcoBpSguMg3UBR1FOODkmGTloXosMhqhnKgzzuJPYPxewVvzupiAiKSJA5SK0iQRxmaQ7UPG0AP2HC7uLitVpvXIfjMl7RnsnN7B8FrGfP9TWP7emQeaXV90Bp9fLEiLeKHsRf9R2jgKD32Axm5na4bRJdkhGVyv3GcDgMjmYrrZWinWctR9gnPwA4oBTqDklMlI0IubIJ8bcXU6Do2SWd3dL1qof96Uaz0hMwca5uRmEFiQk5VRA6F0xGnnAKzCpqOIyk6csPZhIgTANx9C62tnFoKEy76zCu0QgEfYoTPT7t3ASDpRpmoM89KkL9gUWDDpwPFWpHtSVJnD0isHZDJnSnh6chY8Nap0B9MmmWxdsSmyBKqjNWKZhmXHWe7337MiuLbpeyPGEOO8PqzprzUI7qYF4W0Kjal4Ro6y8oQ0FAQ4HLZ41Umdnwfwx7HIt2aiRPoISWPpJL4NOTmqHWMOnVkM76mfFcallEhTbjWTJQdfMyvoiCoRC3DNIh2mcbc3r2Jev2Rn94dqZO0JHKcppb7mVOdTm14qzhUb1A75RIj8gq2PDBswsUqSjyBarsJKqBvtRRxhfiAZcGWhTVRGMuU05uHcLDwcyLAj8gzjCgA3snJc69Y8gEt9RW6YoO4f94RyqGQIf63OPqYMhqgnsbpcySnZJoKcGI00easgp2GUqhh21eOjDEQa9TaN3JR4cw48KHPgn5jGiQiqFL8kmuka5L42tOEAhWMS3lsukCxw7svAzZ2tpUpAmlSVpPB15OsWyfhr35SlZrhIA7uqZqvITsg5l690NnNF7mUD0tX0vI9sL1VXucaqmspY0ri7He5xslt3BtLxjJzqeTy7a46uVOp0Up0WLy87WwShCfKnf4CBV5rw7zGsulORMJL9sgu,https://ae-pic-a1.aliexpress-media.com/kf/Sb47895fa8d384e9eac326ec6d9862806D.jpg,Computer & Office,コンピュータ周辺機器,1103243235,Ugreen Official Store,UGREEN 4K60Hz HDMI USB C ハブ ドッキングステーション Steam Deck用 Type-C to RJ45 PD100W 10Gbps USB-A/C iPad ROG Ally Legion Go PC対応
1005007011273653,急速充電器 30W,充電器,2139,4497,52%,97.4%,422,https://ja.aliexpress.com/item/1005007011273653.html?pdp_npi=6%40dis%21JPY%214497%212139%21%21%2127.70%2113.18%21%4021013cc617801942405002173e112e%2112000039056998708%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZer050zatCB1WgjaQs3wqrJL2WULMRLRN23W7GoSIxY41HEqiJ6dX6uYbxMxFlEB9rDKOpPliwUdBdGYRqU1XJcWv5PtFq8PVvfk97QleU709t35fZ5SQalzxyJiCO4HwAuMZfZTRIyMQVsQpliRuJoOTtYRxS0EtwkQrCHAeSLQ7nET0mfU2CVNIIxCkSVvvb8w6dOHhEa77kGXhbiUNSBSt5163nWu0xn8J9zH4wXEiBV8OUcYNeXtyftNQxQPHLMgDmbZFBN25KFllLNB4JH0Sy5jlybZn6DBDYH2n8ZPuvKKTQtIlRDd2DtDnGKf59Frq9wx32Kf0OPBcwqnbKAr7IC1hX1tK6dSfxPKFPVYytGumHn8CXQvGPeern7OsvJvNCjpklmWduowFK3D2ljXd7GUHz3fj44GdsSBar5Lzu2bcqfh5ytoarhNQIpITPr3mjEC0HQ3EKB8xK2m8U7F8Pr6c7wCtPG0QGgxuen7NjmrOIqihZyNHhMO5ANy7Gnu90LcctmvdPpy8oF4vAdy82b6dwL1u8r2KiouxAwG5G2e8LPyJGbuRRMFit1b1ftixYaLSsneWx5Ep1kHj72zPkiFezGNyFNDqT20wfodbELW8Pe76AK3YtOWAeYTghB78sI6jVbTEfSZyPTZ3DPPS3dahiTrufyNiqY5WxOcrDaRRxd,https://ae-pic-a1.aliexpress-media.com/kf/S6a50d4eac37b474fabdf4f9b7a395b70V.jpg,電話および電気通信アクセサリ,携帯電話アクセサリー&パーツ,1103243235,Ugreen Official Store,"Ugreen-携帯電話用の急速充電器タイプC,iPhone 15, 14, 13, 15,pd3.0,ipad pro,samsung,xiaomi,ガン30w用の充電器"
1005009384400767,スマートトラッカー,トラッカー,3594,7648,53%,97.6%,631,https://ja.aliexpress.com/item/1005009384400767.html?pdp_npi=6%40dis%21JPY%217648%213594%21%21%2147.11%2122.14%21%4021013cc617801942435032548e112e%2112000048939329329%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQUiKCKlTl26l8tI8w67RNRjSPuqY6kOLrpwxhCH6lQhWE1h5XC3BsgOz0Pjq9gR7x9axRoOrmQSbIWUyFzfUctQpo1GTJwjbY5RfZlTnLn5YdV6StpsnkEI8eP7xvjk4njRwC8XcY8OMjDabDhQMxiKuP2z0pu5lvehXxPqWwUb0vymUBsOHHHhq6Zzazaaogcdi6z7zhuNg8SAuhipluvRlbqXu697H0t8QmHbQSHt2t4MXSry27vhjWlxDv4hu1yVsKRCnSVhhTJLtddeZ0fGs5UYX0N3eA5DON44SE8Mr2xpDdJ7bAcI7ECgRLzn6TpCRVyfJNkwAQP2h5jHA4tpQWiwW0nn99lTW1sfk82CttAIV9E7aH8Yv3mm4HifAjBbfb6wkD9n6kmk4RK3xB2OAl3X8aOb6NxgHbP2kZL8usl1MGEGDJgMSQtad4E1t9iCMr4XA07jRXCG9tCVo7X0usC56Cu62qqccsFsTEd1AJgFiCiLP6TDzVJ0ENgIed0BFhthjR9PBCWhA0sKDXAuvhAHMDE80IA8HQHRBQueB36IxrxzwvUSucwuKKvHG75uf3YPHq18aXq7WjnG1gYcGZweumoeDNqfghtCAk3j0qPVBU7glwWkzWMjdNXZP5u2bv9lDB0oCxTtPTcuTa8lb44yYwZrDpyE8vx3TWrkQeZP3KT,https://ae-pic-a1.aliexpress-media.com/kf/S8b1519b228ed41f1b79c33f0328c31cdw.jpg,車・バイク,車の電子工学,1103243235,Ugreen Official Store,【2個パック】スマートタグ Bluetooth トラッカー、キーファインダー アイテムロケーター スマートタグ 最大2年間のバッテリー iPhone Apple Find My (IOSのみ)
1005007054331505,Bluetoothアダプター,Bluetoothアダプター,2264,7305,69%,94.2%,2141,https://ja.aliexpress.com/item/1005007054331505.html?pdp_npi=6%40dis%21JPY%217305%212264%21%21%2145.00%2113.95%21%4021013cc617801942461703049e112e%2112000039936478881%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeyXZNRyL6GWVcVDaXMX0FXlQWx7UfXalpPbrPEZoXGzlXLioRU0krDZTPWA13J36ncDnMCRxhXRqMfj5EuX8kYZ2l27nXl6JWtnjc4oHr2aQ27BpE7h5kiANUhRVvHrzSQkmOSDOW3NO4SMEPf4zFnL3svOZNfpq1jnzruibIlr3GMkDuMPht9He1dEP5SBtiPNo0svkC6qzdWIrdnUHAuBm5btn9ZmdZEpzHp9TR4tVhKMg4G06EbHbFjicUcjnjaoRQerbEQS6sy1vBRaSjCjnFkeBlb4IJQEMJvwa2mO3aGiJOqJOsw1oz1MYOJ2j8owtUXzzuxPICauVNTEAhXxABi5fXwO5TMSI6NDr3GxsmQx928cdrkQZptVJQFvUFb7GO1SwVG4u05P236TGexPsDUDHY9VYIDTw5MnwPyYZuHENXArEKzY9nJ2asB4owpeUpt7SsDSURvuTDZGOClP39FyECveQfxisQvK89WNH59ndAeRbQ6tHXCypqbxG73WORfYyblirYCKpebWzn6B3S3QNEAXgRgBvneCbUcn9pBFr69LkXgFAWF09qn5wA7tejLAXl7W9VW4ORTYIPBjVgzFRAPZN9o4Uem9scMcZNnKk5PgrXygjwZUCa2kBeMaAlVHBzdHVzsI0IQBEK5B3m2o6I2Q0EyfKmXsDJNxcU5DIVz,https://ae-pic-a1.aliexpress-media.com/kf/S10c5e0b1b1ef47c8b294d0e449f758ece.jpg,セキュリティ設備,セキュリティ警報,1103243235,Ugreen Official Store,"Ugreen-Bluetooth接続ブレスレット,身体活動モニター,GPS機能付き荷物"
1005009570758626,急速充電器 45W GaN,充電器,1036,2224,53%,97.6%,2165,https://ja.aliexpress.com/item/1005009570758626.html?pdp_npi=6%40dis%21JPY%212224%211036%21%21%2113.70%216.38%21%4021013cc617801942461703049e112e%2112000049494166497%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQWkQnTyUbFejkJDQCOyQwZu3BAnZQaLMgatN1HJuptcnTFREu35TjYv7o1MqQDCeB38P694C0Uvfzgsg8JmtsYjaw6JkPEZNEqMADCikpjqmfgTE5cx8UpOqMckzKfXRFn1hnEG6p7g21Ey620obyqDsX1wfXmoTK52ZLQ4CplRpgalebhChyLg2YiGYx0zl4xHRaVvTjeE4KB9Uq2veBwirG98cPtAZdhwjMKxwe3gN6YP4zwaWeWaoDrj4mkjfxGWUDu54kNNx4JkCf3Zp42nPQ5mHmP3u7JHYqoxbh14H6UcvOCpEf87Y3lgny0vu16c4OxrnnHHS9yu4ebrKJzW6Lr2dn6Eq8DPVULcZrj5GCz12OP7CwJ6YOrmbnAVKyK9lpjL5HK59qoF7FPOvgAOVfOqgeTIy44nbpVPUdXc3JPhOj1KIn4caRQrCaVwb009XypRXwh7hidvGCJJYBABjW47HZy5C1Ba599ct0r57UT8dJwujtHo4jcH2wPUhrpbWuSx8tYcCb4D9NPc02bJPSI6n5d2r2er4s6YQA7KguchsYRSnVZWwMUYN4K6NynRbgHI9Vn6iLuRmy7fRYCYl3Zl0212lE65wWmRZDjD8n0BU1FUffZc9F8XGEwtOOrAKzMzocra4UNNFc2Rv9BpF9gaVRvxfGCxhX6Rzy55tL9TGZz,https://ae-pic-a1.aliexpress-media.com/kf/S2325950e0f704cd0a644617f415066ca4.jpg,電話および電気通信アクセサリ,携帯電話アクセサリー&パーツ,1103243235,Ugreen Official Store,UGREEN 45W/30W/25W/20W GaN充電器 PD3.0 PPS QC3.0 USB C急速充電器 iPhone 16 15 14 Pro Max Samsung S25 iPad Air対応 (EUプラグ)
1005009466819369,スマホホルダー MagSafe,スマホアクセサリー,1911,4145,53%,97.9%,456,https://ja.aliexpress.com/item/1005009466819369.html?pdp_npi=6%40dis%21JPY%214145%211911%21%21%2125.53%2111.77%21%4021013cc617801942461703049e112e%2112000049191608855%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeta8P2424vKAuoDo7YQgLyAtVq0BQmsPoR2Z3DA45QGI7waRVhcS5kedUMDGgewaERClpkHlzIbta2UII0Xesm64YVEztFZWeuIJf6H9Ako3pdQXUXfSV7pOSDtcU3LaHwr1ugV5NyJk3rCnbwmWoNH5nyRhW8iBLHgkK8p5XW3IEuBLhimBiHwCSSQ5P6Ue3PNcrGBrspcpJcZl5UwmaWPZyk6yL4Dh23AJrSkqI36gtfbIezuv3mlIOMWXcGZ54C1J5RSDAwr5uZKJs3hrknpVDwebVauLSN25nKhIlvTTazpyPUODGhF9ED7R6J8y8NxhZUPHU0UZLUpHhlsK4oyFxMBqOkgfn8U519s5CIlU3eLs4t2PE00tUTiJ3ebaxA3KOU0b3PnV1rvbJwGbKgeLTKk0IbWGNrCVNAyTunCBaODgaeUoLMRpUGbCB7Wjb5N6z5m9bvxExqg7zRQIhNO7EIHTC6czG5lCgFxyUUXFBZlDK14Y5GZuQoE9cPWgcZRJA9NonEVQ1EUqJp8JN5cUocW5R1OtwzO0Jirj3SIzPMmxJIeYzOGSLFMahz88xf0FBpeMs40rOiP6CfZITuhil4PHGZGIEeaqz3YnBGWkMnVVHPFbktrmzOLw1Ih3u0k7wSa4ACTOLhTuXFxRi4jr9PgCc9raoMqC98gd7ZM4LzRt51,https://ae-pic-a1.aliexpress-media.com/kf/S4460272aeb72444c831d49c284cc24e8U.jpg,電話および電気通信アクセサリ,ホルダーとスタンド,1103243235,Ugreen Official Store,UGREEN マグネット式車載ホルダー ダッシュボード吸盤 360度回転 ° Magsafe iPhone 16 15 14 ProMax Xiaomi Samsung 用回転式カーマウント
1005009964249870,スマートトラッカー,トラッカー,3583,7853,54%,93.5%,429,https://ja.aliexpress.com/item/1005009964249870.html?pdp_npi=6%40dis%21JPY%217853%213583%21%21%2148.37%2122.07%21%4021013cc617801942461703049e112e%2112000050708459653%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVYQY3t9YEfor3xDWwnrP8VOHpmhaPRDYWpFbqW5rBIx9u7Nrlx13PSbnLXYD10rlbd4HzqDlyraYaUKNFBA6lVU3PqtBy2b7SrXZosEB117xUmodzB5UAZcPDQejNwhXin5SxxN62nncN5RajLxmJL88jAAOBH9geIw3m8CO2JZlVm8ZC6MsAEGUjknxonk1dsyFqn11YsbUhJ75OC0aEIiunJdDhnd1WkXvcuWxOPnwbsVAhlVi9rYSyx1ZfqMbeakkQSONWjMIuaICAQATDZ4Rp8fEZuzvBZin1fwRCHnq8Wl36ImZJMOKAP4u3z5K1c7hF1uzLyas8XGr31RrUGwjOAf449Gx7TbNkGAZozobE6Qx9BglZIR36fb1qIBx2QUEpjujXOfZlrJnEKdtErtayDtmmKwU1Drk4KeJFBwBpujuz5dZ4jBxiPIr8XxhUERBVRJk1BhvLLOJlKsk29C1q7LoYj0gsKYctnlXzB1DDZLcn2z8GaTVzHk1xZHktusaUNSTYNwAAZMbEOStA9lNZCZnHEI5RvYq6MJTq6tBkBbTx2S3qDch52AQq1t9tSf3gv01YW2Oz7QPfKnIw0FmoaNVfKKWJDSAvNZkQ1vDo1mdoBoUio0rYXfgSw1J47zdwd7CHDjcfjDqR7hTXqq2LHyYSaT7jQoIV4BLu7XEGNue5DsX,https://ae-pic-a1.aliexpress-media.com/kf/Seb9806398a3e449486e0dda69e17f696l.jpg,車・バイク,車の電子工学,1103243235,Ugreen Official Store,Bluetooth トラッカー（Android 専用）、5 年間のバッテリー寿命、Find Hub アプリ付き Google スマート トラッキング タグ、IP68 防水ウォレット ファインダー
1005007044095151,キャプチャ,カメラ・キャプチャ,2430,5216,53%,97.0%,380,https://ja.aliexpress.com/item/1005007044095151.html?pdp_npi=6%40dis%21JPY%215216%212430%21%21%2132.13%2114.97%21%4021013cc617801942461703049e112e%2112000039404781438%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZeg7bgGcgsA1FATTPWFvGlq5adbZRGaimJWrwsOKMQUNAuw8x8Wuc31P0MbEkvU1JLvnbhY6yIkZL886DpPZBQhTe13k7tcYAZTX15i28BpL1M1kgY70czxWcIHl444P2OBuJZC196I7FbeNddQXydoTOVwqay8Q4gGlQv6x2RMTy2o4ih3SadaYb0WgpUr9TuH0bIJoWTSJuckPHRK3irFCRtkbfvioyykpb9xJZJIy7qfCkHuCEq7U93A2GaRVcuMKzVGY1Rn4VQEn1R1tTs80XrIwP0wA43c5YFSoPhYynzPt0ee3h4oA2g9MqTDjYa67jt24SeqmdYTjUvcUSkSPLC8M7QE0FjuwVEBrfVJnl9YZJUzIOffPzTxJQOHSFi8jNiAWCtZbm04m5Jdlzcncy0oliH7ylT9lCh3w4zSi4v6I6WxTbUbuNraDclZnYdTA6bBe0rA0AJJOobbemHs8nljV9n5Udds6K0tu6inPH01uk1GwoGwEorjhyhKuvVd3OQ5KJEW5MsG9OjK3RHWRWYBMdSHYWzECcPyYpfnkgm95yeSvpkg3mgXE2h652dENYo7Lt4aIP3pswn1lZUqYjR2dc4p2hqsgyhdc9ETJNdJh9aPSzS6bdL99JwkMFq07ViPPUdzHPk3joxJV6dSv9UpSfkfpF3U2y3ywBZv7tkUmw5d,https://ae-pic-a1.aliexpress-media.com/kf/Se553b662085745ff99442617ae529397g.jpg,セキュリティ設備,ビデオ監視,1103243235,Ugreen Official Store,UGREEN ビデオキャプチャカード 4K HDMI to USB/Type-c ビデオグラバー PC コンピュータカメラゲームライブストリーミングビデオレコーダー用
1005008702713918,急速充電器 30W GaN,充電器,975,2062,52%,97.0%,10823,https://ja.aliexpress.com/item/1005008702713918.html?pdp_npi=6%40dis%21JPY%212062%21975%21%21%2112.70%216.00%21%4021013cc617801942472433148e112e%2112000046313661216%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZbiSowkFsJDe2YE5RZf15Va8wfBoXINF8qPJQ7HU5wLPrJCmRwJqCEF83zc4eB33RUdb3glYpUN5Hs1awIVzd07t0OJo8ojVxR0fFUUsxe1BAXuGsIlJ8uRANdG60SMospFuvYh8lSuwvlvioIYFRDEy0Fj9MV5E2XdjfxzrxvlEmJarn0fZOg2mKV68BNRy9gy68eTBv5Fy9Wt8uS57vx5mhndWbGT7XRPIOTy2wzKCvkBd1isGE4ahGVhVoe0E2Rs8H97oEOD2xPimuE2sL2isue8PAM4ooh7971WgHGa0nCwq9wxzna2w443TvmqP9l0hEP8lcJkKCRAqxbqkLqb5Vs27tUghOI3AXkGnAYvcsYXn7TuplEuWjGQnmIX7JohDGMIn3qtAnRn7mNedT4n4JgwfCjUq0BlPCXCCA4Ft9fQrmFYsYhgTVYidDSFkyBxAncaz02MOb5ZRXv2XVlfNls9ncnXz5A1f3TKpWFzsfOi4XiXsMNmDObpD0pRTD2IgiCyvEokZ4HqWCQonas6SlTRonSxx1NMLxkIvHE4MvnO1CLpY1NLAw9MdnWFMVjRMBcw3ImYvMY9j574Mud32ClGfkKeAvGx4JkctfgriWVDHJeYpw22j2A88hvlpbgAFbxijbRJBxRmB2UyamqKsE4e03EtrvjG0CMDzKyovbAaal6T,https://ae-pic-a1.aliexpress-media.com/kf/S34a9d4ec6be64cd5a8546a45d74b3d78c.jpg,電話および電気通信アクセサリ,携帯電話アクセサリー&パーツ,1103243235,Ugreen Official Store,【米国プラグ】UGREEN 20W 30W GaN 充電器ミニ PD 3.0 USB C 電話充電器 iPhone 16 15 14 Pro Samsung S25 Xiaomi タブレット iPad Air用
1005008453117301,急速充電器 30W GaN 3ポート,充電器,1670,3341,50%,97.6%,1410,https://ja.aliexpress.com/item/1005008453117301.html?pdp_npi=6%40dis%21JPY%213341%211670%21%21%2120.58%2110.29%21%4021013cc617801942472433148e112e%2112000045206906070%21affd%21%21%21%211%210%21,https://s.click.aliexpress.com/s/NdpwztbAIgDMmxGbP8fFks7yUFfsHjzlImSYmA68h7xlMRgzueFsRgokQ9f9hcpVKttxtQE2VzIoqkXJXrpOr6uR3zv7mP4CDO9CddoFf4t0QE5DXPy8Pgjhz4irfQSEjEGUmy5yF3A5gJ9h3NYjLMgqIMqa3zcpq5E2BC3W5EbV40Dm9buQxWpZzw1lbX8Zm2kZtNIa4KyDieNjsH7IU6Yv8StELKVvT9r4eFAaXPGhwHsgaDqdNcmY116r3GC2YvsOopeiiZPhJrV0cwgOQDSkW93v7gVKDqPkXyZF1oSWa6wSAOeznMFVlVZbRot5csElXhvRHZJdv58yKTlvAPHWl6j1eVMbvq57FyNvi82IJFOsJTYm2fMj4l8tozx56uLXNbimBQVzRe0ccqxcNsUFZPQPvNgbkE1liqLbR3o7gJ96xGejR3CnFGjuEIghmE9SfjkEaLobPbLqZt4n3OQqaD624IArNr4eAjnp3bBKaSFJ9wt2BlgW4hDCElLTqpd1ThnKWuVot62gnPv1Qv6GsuYBn83rEuTjleDSsXWLFWtTkK3jQExdk9YDbQW14DMvKCYYKbeWW356jX0jQUL2fbIGU8TqwFZEXpPwBwuOfiWg5PXMZfdQFzInIHw3GpQXcLV19FwvOSAo7Rt2j6S4LhC2aV1p3FSJRWPWu9feCG62prcVW7HZTEXMDsH5apeg8yD90efRYw1XzxglXbB8mcZWdfsbgnStNc5nda88hGkUCsYLXj4biBtR7M4tiaFZyvWRmyk2Hpxb6y8FrfPl3WFIapDV6jN50vjmcifLdBKGn5s7Nf0GrBgAju3hAw11O60CWblde4A3Rb4jScLF8EY84osAsFt3Z1rfdBPIP41D9kth3VXGwrD00YQZ9U0viL1oX3aNd5Dfz6ntwOZthXXtn8U1LqpxgKU0zR3CjsZNCsYAfQSv2TIGWz3bGv6lJxEnIkymp4uLpI8Etw7NjinqqnxZb7PlMqP4fjsQr,https://ae-pic-a1.aliexpress-media.com/kf/S11ee74c41fde4309832a0b9ef751aabaV.jpg,電話および電気通信アクセサリ,携帯電話アクセサリー&パーツ,1103243235,Ugreen Official Store,"Ugreen-gan-携帯電話充電器,3ポート,pd 3.0,usb c,iphone 16,15,14 pro max,samsung s25,xiaomiタブレット,ipad air,30w"
